album_id,album_name,album_total_tracks,album_type,album_release_date,album_label,album_popularity
4RiSh2jF23Dwbpvlt7pjO9,TVアニメ「進撃の巨人」 The Final Season Original Soundtrack,23,album,2021-06-23,ポニーキャニオン,32
0nhW0W9F4YxBoI8TvyJwrv,Can You Feel My Heart (TAR0T Remix),1,single,2021-07-04,Point Blank recordings,0
07cARcxd2ZMyo5oNgtq758,The Search (Edit),1,single,2019-06-07,NF Real Music,62
4s701HWLl2s5LNFT5Z1CNm,The Batman - Main Trailer (Cover Version),1,single,2021-10-20,Chapel Music,26
2JMedUxrsr2TUENJla152W,Deadwood,1,single,2021-04-09,Really Slow Motion,55
4D04TN7Kw7Bq98kfDjUmgh,TAXI DRIVER,15,album,2021-11-30,Universal Music Italia srL.,69
0sA635LABffZau7TRydPdQ,Star Shopping,1,single,2021-06-26,Megami,0
0Nzff60OICCUBrtr980elH,City of Gods,1,single,2022-02-11,RichFish/Columbia,54
4EqS8DzyT9RIrlGJREM9TO,This Letter I Write,2,single,2021-09-17,Verum,32
6dx8kRfhUFETCGphaiwR9z,The Pale Emperor (Deluxe Version),13,album,2014-01-01,Vertigo Berlin,38
6jYDx9P1IYmFohlBnDOzyF,Solas,1,single,2022-02-04,Rubyworks Records,0
2mZcixmz3DBL28uBKVc9Oq,TAXI DRIVER,35,album,2022-02-02,Universal Music Italia srL.,0
06ZMpecsvvoHGWJHlc2St7,Brividi,1,single,2022-02-02,Universal Music Italia srL.,55
4eXKTG7ZyhKuN5Y4oNsrnG,Up In Flames (Single from “Time Is Up” Soundtrack),1,single,2021-09-24,WM Italy,33
7bPPEnIPRKGOYuMQ7RaOVK,Quiet Storm,1,single,2020-11-03,Den Haku Lofi,54
0ZfMM8FzMhHGffOGdew5R1,Giovane e triste,1,single,2021-02-12,Ventidiciotto,36
0UMMIkurRUmkruZ3KGBLtG,2014 Forest Hills Drive,13,album,2014-12-09,Roc Nation Records LLC,85
1C9KIpgrisvGtCxTfNBBaJ,Faded,3,single,2021-09-10,BoyWithUke,0
1Qx09ptZVNxVekeMaK9Rs2,Acquagym (feat. Rkomi),1,single,2019-07-05,Subside Records,37
70uNWLPkbci5L1bZI1Mzp6,TO THE MOON,1,single,2021-11-06,Jnr Choi/Epic,62
2JFiCRthCdXKwqZBbVulT7,Paraocchi,1,single,2021-02-25,Universal Music Italia srL.,42
1fqibtpI0bwD73uQGeEnhn,Transformers: Revenge Of The Fallen The Album,13,compilation,2009-06-12,Reprise,62
759rXZG1Xj0c7MQXRFwZmi,In Da Club,1,single,2021-11-05,Trap Town Records,0
770K56IBM8v1T41fntlB4E,Dark Country 4,16,compilation,2019-06-05,Extreme Music,51
76t16YuHCms66GRJbmh94A,Smells Like Drill Spirit,1,single,2021-05-11,Sensational Records,35
0aPzug6VeXcedSM4yJyqId,right here,1,single,2021-11-15,Lil Peep / AUTNMY,0
0j5TwvQkHVoLX2n7iERVOl,ALL GIRLS ARE THE SAME,1,single,2020-04-30,RØNIN,0
1oQNR5BeygfHcPOEKjkPU6,Eleanor Rigby,1,single,2021-09-17,Cody Fry,0
3pXNnx5yR3ozsjmHXnMDav,North Memphis,1,single,2019-08-07,1586150 Records DK,0
700MviIgFKNTldTXmOAFOr,"Alone, Pt. II",1,single,2019-12-27,MER Recordings,65
4iyJ8i3eKbez8JXDbsHIdZ,Bored,1,single,2017-03-30,Darkroom,73
7ISpaCPwl7NxVSonsUrJTn,Game Day Motivation,17,album,2016-01-01,T. Powell,51
7rKmLxCFlmtIxGpX4HYgs4,Stop Staring At the Shadows,12,album,2020-02-14,G59 Records,76
60tzyfHtJFQxHBS4So4t8J,Spectrum,15,album,2017-10-26,629243 Records DK,59
4MZnolldq7ciKKlbVDzLm5,Meet The Woo 2,13,album,2020-02-07,Victor Victor Worldwide,78
1kTnC045mQqurTQvGMGpmU,How To Train Your Dragon (Music From The Motion Picture),25,album,2010-01-01,Varese Sarabande,64
56JsicBPrw88plclhKK74J,Fuori dall'Hype Ringo Starr,15,album,2020-02-07,RCA Records Label,67
1NNUDQ68QNsJEBXPPNaUfN,DTB,1,single,2021-11-12,DTB4LIFE,0
6eCvWduBT4UJSYpseMSnXO,Forever,1,single,2019-03-08,haroinfather,58
4zilHatAUeMby2Lh1pEHpS,u.,1,single,2017-01-22,niteboi,0
0K4n11MU36fn5LewWZSOQ7,in heat.,1,single,2021-01-29,Hentai Xander,50
12RWpV5WUjYo4SisuFWMNK,Now the Moon's Rising,10,album,2015-11-20,G59 Records,70
1SZhL5XLSoaOvHfUpBBKMP,Satisfya slo rev,1,single,2021-02-20,2808095 Records DK,0
0b2peKNz7zmn4xIxfPBUPa,AHIA!,7,album,2020-12-04,RCA Records Label,69
4rFrdkSWs0dtj0rWPzOk1v,Lukas Graham,11,album,2016-04-01,Warner Records,75
4hYYpUC8Ewb74tP23Y1lmM,MIDDLE OF THE NIGHT,1,single,2020-01-10,Not Fit For Society/RCA Records,75
3G0b8ob9anYQl8a1t3GpOF,Close Eyes,1,single,2021-05-25,DVRST,72
6cw6QU9pF7FyQtSyJjzMua,Rolling In The Deep,1,single,2010-11-30,XL Recordings/Columbia,0
1F6aVwr0raeSt5YT02hARW,68 (Till The End),19,album,2019-04-05,Universal Music Italia srL.,54
2yXOzRCmBLuyKLndswlQQE,Lost Forever,1,single,2021-12-03,Valgio Music,0
2l6mZS1RQM7PQAEeaCR3Um,You Want Some of This?,17,album,2009-03-18,Normal Guy Productions,64
6wOJyevNYXevqTZCn6Xk5T,Z-Sides,12,album,2018-10-26,Tinpot Records,70
6QDsQ9Dkb3xTspQEXwoFS0,Haunted Piano - Halloween Moods,17,album,2019-09-30,Chapel Music,39
61ZUnKrc28KQHaTLhoVZS5,Praise God (Slowed),1,single,2021-10-15,JK Beats Records,34
2tlTBLz2w52rpGCLBGyGw6,Minutes to Midnight,12,album,2007-05-14,Warner Records,79
4Gfnly5CzMJQqkUFfoHaP3,Meteora,13,album,2003-03-24,Warner Records,80
0BHa0ePkvGAVKymB4FU58m,Infest,13,album,2001-04-25,Geffen,74
2zKGN85z4QMrTrN1tU6kAA,I Suicidi,1,single,2021-10-29,Sony Music,26
02tIeOWJSxn1mE6LNYMz0t,Smells Like Teen Spirit,1,single,2021-02-05,LIONZDEN,0
6pwuKxMUkNg673KETsXPUV,KIDS SEE GHOSTS,7,album,2018-06-08,"Getting Out Our Dreams, Inc./Def Jam Recordings",68
5iItKQrBXt9XBJgjGdc14k,Sweater Weather,1,single,2019-01-18,xo sad,29
7HvIrSkKGJCzd8AKyjTJ6Q,Blur (Special Edition),32,album,1997-02-10,Parlophone UK,73
6deiaArbeoqp1xPEGdEKp1,By the Way (Deluxe Edition),18,album,2002-07-09,Warner Records,78
5CnpZV3q5BcESefcB3WJmz,Donda,27,album,2021-08-29,Rock The World/IDJ/Kanye LP7,78
1BZA6W0aRJ1224CxHNznRd,SkinTheBone,1,single,2019-12-05,Kill Love Records,28
1fuLMQ96Qcg4dyjtutla2g,Legendary,13,album,2021-03-29,Secession Studios & Greg Dombrowski,33
4e6S3KUlSzEzWZWwQZx4Tf,"freaks but slowed, muffled echo",1,single,2021-05-27,857796 Records DK,0
338C6sxO1twtEJn8YqGeh4,Wasted (Nightcore),1,single,2021-08-05,Harmony Haven,48
3vUpSuV7VbV4vonGqQQmUG,Streets (Silhouette Remix),1,single,2021-03-12,Kemosabe Records/RCA Records,56
4Wwm4xg2748zhYuzDRFTgY,GREY Area,10,album,2019-03-01,AGE 101,0
3bj7YiygUzEGw2GKWGuOtA,Hometown Slow,1,single,2021-06-18,TunesFresh Records,46
63JF2UM0yBfwIahiEDQIiY,Samurai,11,album,2021-05-21,WGC Studio,0
1F1KCK2yJ4yNb6nJUNdGB6,Beats Vol.2,16,album,2020-01-17,Indiefy,0
1eQ4V0Pjdvk3S9xQkJSYix,I&#039;m Only a Fool for You,1,single,2021-10-26,Dubbukk,0
5cEJ9XTxsUKterwl1nAm2I,dead,5,single,2015-06-02,beartrap,68
2ih65NyzXsPwEsI1sMdyIy,Blood // Water,1,single,2018-05-04,Atlantic Records,65
6n9DKpOxwifT5hOXtgLZSL,Legends Never Die,22,album,2020-07-10,Grade A Productions/Interscope Records,82
21CZUn61aoVz08xU4wwfru,Southpaw (Music From And Inspired By The Motion Picture),14,compilation,2015-07-24,3H,60
6eDx949ONWDCN0O22wFZf7,SremmLife,11,album,2015-01-06,Mike WiLL Made-It,75
68mLdNzJA81nZ9GF0zg8NK,Halloween Kills (Original Motion Picture Soundtrack),20,album,2021-10-15,Sacred Bones Records,38
2kZyqn4Cmr78D74K9TcO4K,THE ANXIETY,10,album,2020-03-13,"MSFTSMusic / Roc Nation Records, LLC",67
2Ti79nwTsont5ZHfdxIzAm,?,18,album,2018-03-16,"Bad Vibes Forever, LLC",85
2pidzXTaHV4WaIJYRxKDCH,The Massacre,22,album,2005-03-03,Aftermath/Shady,78
6d1vGZsr6Uy3h9IigBpPAf,Meet The Woo,9,album,2019-07-26,Victor Victor Worldwide/Republic Records,76
3aEVtq4hW1MY8EfjiLvESH,In The Dark,1,single,2021-03-11,1562906 Records DK,24
66OYt73mqan1hWa78BhfPd,LALISA,2,single,2021-09-10,YG Entertainment/Interscope Records,73
7zFt7hLRPxemmlzVzg5uec,Blu Celeste,12,album,2021-09-09,Universal Music Italia srL.,66
3vaJzXG7xFE4OJyzcGbL94,Almighty Push,1,single,2021-01-24,KMusic BeatZ,0
4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine - XX (20th Anniversary Special Edition),25,album,1992,Epic/Legacy,74
3eYtzrCbHWAW0tRW93gaxj,ASIN9NE,17,album,2021-10-08,"Strange Music, Inc",36
5bfpRtBW7RNRdsm3tRyl3R,Dreamland,16,album,2020-08-07,Polydor Records,82
3vpXJ54S3MXLyzysw8qq7c,Revenge,7,compilation,2017-05-16,Bad Vibes Forever / EMPIRE,75
38nZLvJx8A9p4YYpTG5iFP,Still Sleep?,14,album,2021-06-02,Winners Circle/RCA Records,76
2ZaFqYD9a3U6qJhyS2LDRf,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",1,single,2021-09-30,Shady Records/Interscope Records,60
2T64N96AVfsrRFJCUXQEoZ,Migration,12,album,2017-01-13,Ninja Tune,58
4iMvPqKkh5pc0m7SaUmOP8,My Name Is...,8,album,2014-02-04,X Gypsy,40
2PIsq4w9i5pinYSvE7rXFn,The Pale Emperor,10,album,2015-01-19,Cooking Vinyl,48
7BNY7JDC9CtfXMOQARmuWP,DISPOSE,10,album,2018-02-16,Fearless Records,66
788r22Bhr3IHLTNPy8pZea,Euphoria (Original Score from the HBO Series),26,album,2019-10-04,Masterworks,79
7I9kWuzlJwWCtP0jDgqpcw,SOLO TUTTO,15,album,2021-03-26,Epic,60
1rF5ezgSerqkUK1Nc9Ft6p,Spazio,6,single,2020-05-14,Universal Music Italia srL.,49
59L5yJfDpvDFynmhe2QbYS,MI FAI IMPAZZIRE,1,single,2021-06-17,Universal Music Italia srL.,58
7viNUmZZ8ztn2UB4XB3jIL,2014 Forest Hills Drive,13,album,2014-12-09,Roc Nation/Columbia,4
0i0uOJHyrmVbgTVMsGcuko,I'm Never Enough,1,single,2021-09-13,Ghostyboy,35
5xq6RMHNIBA73qld03dR6V,Melly vs. Melvin,14,album,2019-11-22,P2019,71
5kcBHP5GH7fsOJLwVfXmx3,HOT DEMON B!TCHES NEAR U ! ! !,1,single,2021-09-03,CORPSE,62
0aL4qAIykP8kbzDzAaX1TA,I Hate Everybody (feat. Simple Plan),1,single,2021-09-17,ain't hit records and many hats distribution,0
5qENHeCSlwWpEzb25peRmQ,Curtain Call: The Hits (Deluxe Edition),24,compilation,2005-12-06,Aftermath,74
12zL1YZJeADPb6hPdD9Mqm,Close Eyes (Slowed + Reverb),1,single,2021-07-16,DVRST,63
5m3s6cxvXaOq2a1QNpZUvM,Prince,1,single,2014-05-16,Bombsquad,18
0tMQ0WClc4aez32B3BiqxJ,SUICIDE YEAR,1,single,2019-08-04,WEEDMANE & Suicideyear,0
27ei92dKdKhBVhEVA2ziRR,De Museo,1,single,2021-07-06,Rimas Entertainment LLC,56
4QLAtpLNUsHEYrcHXmMIZZ,STAY (with Justin Bieber),1,single,2021-07-09,Columbia,75
17FBoXK1NU2rvJBbzdzw0r,FUTURE,20,album,2017-06-30,Epic/Freebandz/A1,75
0FU4Eo42Oyg1We3eRrOf4m,Welcome To The Pleasuredome,16,album,1984-10-20,ZTT Records,66
5euct9FVjeg3r5TWaHQNQS,F9 (Original Motion Picture Score),44,album,2021-07-02,Back Lot Music,22
70qlX6W0tE04QAwKQuv1db,Felons and Revolutionaries,14,album,1999-09-06,Epic/Flip,57
2oT1W5fYFSfU3fz5Q55HWj,OBE,17,album,2021-02-04,Universal Music Italia srL.,60
2pTyjuQ1d1d79Chhknoa2h,You Will Regret (Reloaded),13,album,2018-02-02,Victor/Republic Records,67
0QVIPcQ7qDA1XP8UIF3MC3,Homicide,1,single,2019-05-03,Def Jam Recordings,51
0ym3FpQ6jbZ5K6r2e9YaNV,Idgaf,1,single,2021-01-01,Zero Pandas,0
0NQ4dkJAROxvbeI9PG8k0y,Volturnus,24,album,2018-03-06,Audiomachine,0
0AIibcOuR0UvndQjBqYzIw,Положение (2 Remix),1,single,2020-06-23,22:17 record / Gorky Records,0
22zlYaD60U0YnK2Q7LvHQy,Act IV: Awake,3,single,2018-03-27,The Seige,52
0LxtnMt80YF21NGZio7OLR,Arena,1,single,2017-09-18,Lowly Palace LLC,0
11Bkx3E99vf0IlYPND61LJ,"Young, Wild & Free (feat. Bruno Mars)",1,single,2011-10-11,Rostrum/Atlantic,68
1YIAli70SqLNnmSJZjlVpr,The Rising Tied,16,album,2005-11-15,Machine Shop/Warner Records,60
6DiEWYk79JFILIgUd6SrTA,Body (Remix) [feat. Capo Plaza & Rondodasosa],1,single,2021-05-04,Atlantic Records UK,57
5RIe7ooTqoKkYOtyR16wk4,Furious 7 (Original Motion Picture Score),28,album,2015-03-31,Back Lot Music,31
3R6Z3Hp8EMdhgkA5t89NiL,Flashdance (Original Soundtrack From The Motion Picture),10,compilation,1983-04-11,Mercury Records,65
1VsBid0LZVPoNokDiJqROg,Home,1,single,2019-06-07,Sire,58
0YqZwEyKIvaK8nQLLQ2GWn,Hell's Carol,1,single,2018-12-25,Undercover Prodigy,40
2RUQkpqt06NzfF5qBt4xmZ,The Fate of the Furious: The Album,14,compilation,2017-04-14,Artist Partner,46
3arNdjotCvtiiLFfjKngMc,AT.LONG.LAST.A$AP,18,album,2015-05-26,A$AP Worldwide/Polo Grounds Music/RCA Records,76
4UNZOq7e8WjnfaYm2rkltE,- TRAGEDY +,12,album,2020-03-06,P2020,68
089oyV5caclve3ap934iRw,Sinner,11,album,2001-01-01,The Bicycle Music Company,69
3VdXq4YQIt3ugs05SjFmsD,Infest,11,album,2000-04-25,DreamWorks,1
270o30h7cAlEhBnbuSpFZq,El Dorado,13,album,2021-03-26,Records/Columbia,74
3JuCrdvDkUsr2mtdMoS893,La miglior vendetta,1,single,2018-11-23,Highsnob,0
4F7fIpuTwfFFUEjQ3GRP3Y,Ogni maledetto giorno (Inferno Edition),19,album,2018-05-11,Honiro,51
5lgKOV8Em9TJC0Cy89CNiR,La morte di rinquore (14/2/08),6,single,2016-07-15,Hermetic Hip Hop,42
1GYVNOzwhx1nMcIJDogSNp,Death Race For Love,22,album,2019-03-08,Grade A Productions/Interscope Records,3
0kcQVLgW7ugVdFapH14iiP,"Is You Ready (From ""Mile 22"")",1,single,2018-08-17,Quality Control Music/Motown Records/Capitol Records,40
01GR4NL5O5CZM51k0aejKD,World War Joy,10,album,2019-12-06,Disruptor Records/Columbia,71
58dHp5YA8Pepr5I1nYU1P8,Occhi Lucidi,1,single,2020-12-10,Universal Music Italia srL.,33
1QhKOq11hGEoNA42rV2IHp,Calling My Phone,1,single,2021-02-12,Columbia,0
1hK1lKNTYUM4wYRIY19CRO,GIANTS,1,single,2019-11-10,Riot Games,55
2hF0ZgBdbq551zWtp2M0VA,MADAME,16,album,2021-03-18,Universal Music Italia srL. (Sugar),0
4JAhdRHNKHa6KtuozMHEzS,Passepartout & Lucifero - A COLORS SHOW,1,single,2018-10-22,Epic,14
0zMH1I8EZPPGYAzxZ9H0gU,1969 - Achille Idol Rebirth,16,album,2020-09-25,Elektra/WM Italy,57
1ciuTRjD5uOeA4txQWuZnF,Scusate,7,album,2020-04-30,Arista,37
143cxYCazoiNfviHRmxkdv,Losing It,1,single,2018-07-13,"Fisher - Follow the FISH, LLC",65
7vus4Q8r5DS2Dl1JClxEsA,Astronaut In The Ocean,1,single,2021-01-06,Elektra (NEK),67
7CNmYUYpAeDIbuveyu9n0q,Always,5,single,2021-01-29,Tre Savage,0
0LZFYIFk4S87FfASvNkChh,No Glory (feat. M.I.M.E & Drama B),1,single,2017-06-12,Tribal Trap,0
1PzWwe1L2ijXoIbkL3PemV,GarbAge,14,album,2020-03-06,Arista,47
2nU064tbZiQuqHfeXxuHqG,Can You Feel My Heart,1,single,2019-03-01,Kitsune Soundworks,47
3BiKuQlctfuiwVlE0UuxPc,RAIN,1,single,2019-08-23,Atlantic Records,33
3pnYjVV58HaTO03y5BMb94,Low Profile,10,album,2020-03-20,Sugarmusic,46
7ifkO4gppMVf0HNy7JJDHn,"XXXTENTACION Presents: Members Only, Vol. 3",23,album,2017-07-14,Bad Vibes Forever / EMPIRE,66
4X1Mbp2hmGpPxFMC7bQlk4,Fratelli d'Italia,1,single,2020-08-17,Cosmophonix Production,0
1wrJvDOGOMQKn2v0iRiSJT,E-GIRLS ARE RUINING MY LIFE!,1,single,2020-09-25,CORPSE,60
4i3Zb19JEblx5MoVsLz8c7,Suicide Note,1,single,2020-12-01,Jurrivh Productions,38
3m8WFSshb6CPu7iIYUge11,Tenebra è la notte e altri racconti di buio e crepuscoli,15,album,2019-02-01,Mandibola Records/Glory Hole Records,43
1NsTSXjVNE7XmZ8PmyW0wl,KIRK,13,album,2019-09-27,South Coast Music Group/Interscope Records,71
2M0IZTKgkN3ZpYluF4lKAM,Radioactive,1,single,2014-01-01,Kid Ina Korner / Interscope,58
0E6FHePm4ZCHMiXcRETVK8,UFO,7,album,2019-06-21,Jive,39
2rTCQoVgmaY6hxPczFWAOL,FAM,1,single,2020-12-11,a YOLOWN 2020 Records Release ©,0
5uCEoLCj3ZZZ1EtzQdQWVl,Life Is Good (feat. Drake),1,single,2020-01-10,Epic/Freebandz,67
1rfORa9iYmocEsnnZGMVC4,Just Lose It,2,single,2004-01-01,Aftermath,72
3yhZJ69PSEo8tabrAuwqH5,Broken Teen Girl,11,album,2020-07-14,SDNS RECORDS,0
6zyQlLxLYMpuxYSw4ABYCF,Treddepomeriggio,1,single,2020-04-24,Honiro Ent,22
06LG29tsfjhjUyEOy5hnkt,DNA,18,album,2020-05-29,WM Italy,0
77YDdd3UPTPPR9u0cPRY4b,Free Tibet,1,single,2016-02-15,Iboga Records,53
3V5GKKQDKrldly6W5hIwiv,Transformers: Age of Extinction (Music from the Motion Picture) - EP,4,single,2014-06-30,Paramount Pictures,53
7ndjN1E8J7089oquwNLugJ,Patlamaya Devam,1,single,2020-10-02,Tetick&TFB Records,0
2TiWtkZYnExVcjcDnY0Coc,All Things Go,11,album,2020-02-07,BMG Rights Management GmbH,39
4zLnxnv4tUujeJibSEKUr4,Unici istanti,1,single,2019-12-22,1650407 Records DK2,0
2v3HEA2GorZa2JZKEKiHxA,Era Tutto Un Sogno,16,album,2012-11-13,Universal Music Italia srL.,27
04gdaRtg56whGgaaPnUsr4,Raptus 3,11,album,2019-03-15,Jive,51
2NOe6m5QiHdmqwoNZ1ffyp,Non fa per me,1,single,2019-10-26,Epic,34
288UqJIqtgtlF04kJDou25,TATUAGGI (feat. ARIETE),1,single,2020-09-15,Universal Music Italia srL.,30
58locrwTXB3sE1JK7nKNQW,La Belva,1,single,2020-10-26,Honiro,25
6ikX6cy6b14uauCUKnVECE,Queste cartoline,1,single,2020-11-03,RKH,0
2uEf3r9i2bnxwJQsxQ0xQ7,Nevermind (Deluxe Edition),40,album,1991-09-26,Geffen,2
7aRwdGLDkFtwNWyhCAs30f,Savages,6,single,2019-05-24,Position Music,0
1f9vWKabhNPNQnHLleExSh,It's Time,15,album,2005-02-08,143/Reprise,68
1KOmHyNLuOe5YrPhD3Juuf,Perception,16,album,2017-10-06,NF Real Music,78
3PqmfbW9QbYXobJ6qUSfFe,Hate The Way (feat. blackbear),1,single,2020-10-16,BPG/RVG/RCA Records,47
46xdC4Qcvscfs3Ai2RIHcv,The Search,20,album,2019-07-26,NF Real Music,78
5ZKqZ7cUWUx17GsOBVN0BZ,Can't Lie,1,single,2018-01-17,Warner Records,50
5EqITahBSjWcU71mbhFPEf,Never Go Back,1,single,2019-02-15,Arista Records,52
6r4Vfnoifx2CLiTKCaKji8,Avengers: Endgame (Original Motion Picture Soundtrack),35,album,2019-04-26,Hollywood Records,53
2G85hww2oXZs1fFAHAVKD9,Chiasso,1,single,2019-05-27,Visory Records - My own family – under exclusive license to Believe,43
3cQO7jp5S9qLBoIVtbkSM1,Blurryface,14,album,2015-05-15,Fueled By Ramen,83
5HHJRvGzt6Em8VDZXfsyGX,Nobody Cares,1,single,2018-03-05,804569 Records DK,0
5SXTscj33KnBUpDyIsZTEf,Tokyo Drift (Fast & Furious),1,single,2006-01-01,Universal (MT),63
1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,7,album,2019-12-27,Cactus Jack / Epic,75
2XHfI3hLZmfpcLh9q7sreN,Autodistruzione,14,album,2016-07-04,Honiro,22
2pWDyiJFya59ue0391kzSl,The Attractions Of Youth,14,album,2017-09-29,EMI,67
0d0xhfyP9VIZ8V9IsyvUdg,Midnite (Deluxe Version),15,album,2013-06-30,Tanta Roba,0
4NPyYnzivowxXslbKFPpJV,La nave fantasma,14,album,2014-03-10,Honiro,40
1AHZd3C3S8m8fFrhFxyk79,21st Century Breakdown,18,album,2009-05-15,Reprise,70
6qAapBZqjiATXktzwBzzLC,BV3,15,album,2020-10-02,Arista,0
0dZbGBCugQpjLkT2iwwrDQ,Scemo,1,single,2020-10-20,RKH,0
3pb0Q6sH9ZhxjOKvSVP5bE,Princess Bubblegum,1,single,2018-07-30,haroinfather,54
7d2mx3ECVdcvoLFLXrx8Qo,Spigoli,1,single,2020-05-12,Universal Music Italia srL.,44
7pLC91Lp9XmQ8ndQ3K8JYr,Te lo prometto (Acoustic Version),1,single,2020-09-02,WM Italy,25
5qQN8wZJs1Mxw4jGobQ8km,Luce (Tramonti A Nord Est) (feat. La rappresentante di lista),1,single,2020-02-05,Universal Music Italia srL.,30
6Q47uXONhD3lCI2p0Z9Oro,Oh Cacchio,1,single,2019-11-29,Universal Music Italia srL.,41
1HiN2YXZcc3EjmVZ4WjfBk,Everybody,13,album,2017-05-05,Def Jam Recordings,69
0V2ApMkgurWGcF0sc0u17w,Something Else,21,album,2013-07-30,"Strange Music, Inc",54
6n6VzpTcnHFpGVwJhLNkoH,Orange,13,album,1994-10-14,Shove Records (JSBX),48
69FEpLjPHKj9FbszXXPxyN,She Cheated Again,1,single,2018-11-01,Daniel Dax Entertainment,18
5sIwLcjRMKmFmNpzTyk4Km,The Freestyles (DJ Trigga & Grz Tapez Present),11,album,2012-08-13,Grz tape,48
7MZzYkbHL9Tk3O6WeD4Z0Z,Relapse: Refill,29,album,2009-05-15,Aftermath,74
1dEpGPZONvmwYlE2jDOWOM,Star Shopping,1,single,2015,Lil Peep,2
0JYxafLuoAFXB2CZ9JVI2k,"I miss you, I’m sorry",1,single,2020-04-08,"Gracie Abrams, under exclusive license to Interscope Records",0
2zXKlf81VmDHIMtQe3oD0r,What If (I Told You I Like You),1,single,2018-05-18,"Johnny Orlando and M, M&M, Inc",57
2XFnMkMUbO1GvNbGvanCQC,Requiem,17,album,2017-11-30,Glory Hole Records,44
5nEPDF0Wtj2ZuvxIvBZ8PF,Fosse Per Lei,22,album,2018-06-22,RKH,0
1gUI4keDXbeSil6rwY9qUm,Recovery (Deluxe Edition),19,album,2010-06-21,Aftermath,55
0U6ldwLBEMkwgfQRY4V6D2,Revival,19,album,2017-12-15,Aftermath,68
4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,20,album,2020-01-17,Shady/Aftermath/Interscope Records,77
2cWBwpqMsDJC1ZUwz813lo,The Eminem Show,20,album,2002-05-26,Aftermath,87
4I8fTGvJhaThFUFZADkfkc,Eden (feat. Dardust),1,single,2020-02-06,Universal Music Italia srL.,27
623PL2MBg50Br5dLXC9E9e,BLAME IT ON BABY,13,album,2020-04-17,South Coast Music Group/Interscope Records,70
4m56Ae5dOv24XbtQLYtXKp,Before Wanderlust,11,album,2019-12-13,Wanderlust Society distributed by Artist First,5
2l7RPWC3E6eStJJLBsUeCI,Surfer Rosa (Remastered),13,album,1988,4AD,0
1r1Xt6oUnY3VMYbQb1U7CO,EVERYBODY'S EVERYTHING,19,album,2019-11-15,Columbia,59
5kDL875bDZtpRKtl51ED3X,Mask Off (Marshmello Remix),1,single,2017-06-16,Epic/Freebandz/A1,54
3cyyJALrHc8LawnQNFYRWL,Look At Me!,1,single,2017-02-20,Bad Vibes Forever / EMPIRE,72
4eLPsYPBmXABThSJ821sqY,DAMN.,14,album,2017-04-14,Aftermath,86
2ge7Lk4Sl7hHs4AYxqDbf1,The Definition Of X: Pick Of The Litter,20,compilation,2007-06-12,RAL,64
6Eb0Swe0bBTF7MLTXKifv7,Eye Of The Storm,1,single,2017-03-29,Riptide,0
4qYSyA9eRrQwwf0fkuIFdV,Hip Hop and Rnb Instrmentals,19,album,2008-07-02,Holy Music Productions,51
1lXq1nLRIPBUyshlvIsmpg,Rambo 5: Last Blood - Old Town Road,1,single,2019-08-23,Norman Dück,2
7IOiagLHQmBE6XPpYPSQMF,Rumors,1,single,2017-04-26,Burning Boat,60
4TOkZvtqNpg5UHyGxCn0mS,Expectations,14,album,2018-06-22,Warner Records,71
2Abr7wXyapnBuCMHYw4QMM,Io sono Fasma,14,album,2020-02-28,RCA Records Label,50
3nB2ynDft4qV8kuP4zkQB4,Where's My Love,6,single,2017-07-07,Nettwerk Records,0
128DS3EuOia6uX7uY22Zq7,Numb,4,single,2020-05-22,X-Energy,28
2vMerbYVrKPqfiAtoMKy5y,Sinceramente Mostro,12,album,2020-03-03,Honiro,51
5OOd2aAkgZJlYRqYlT1Axz,MACHETE MIXTAPE 4,18,album,2019-07-05,Epic,63
5vagixs8qMjgnRcZnaJ4An,Estate dimmerda,1,single,2017-07-21,Epic,36
2DkpbVb4lOeAM8iE4SI0zc,Parlami,1,single,2019-04-12,The Wolf,0
1pNlh4Xx9a0y8EWEw6i5hx,I Don't Wanna Be Nothin',1,single,2019-08-23,Zach Farache,28
4he4SQup02hEIQdwhZlZlk,A/B,10,album,2016-06-10,Elektra (NEK),77
2c6s84YTwR9cfncPmB9fNW,? (Deluxe),53,album,2019-09-06,"Bad Vibes Forever, LLC",63
6Jsyp5lZm0wz2dTRHNtE9d,Na Na Na,1,single,2019-10-26,Epic,46
3kIUmStYlCKTlM9eZmN1Nb,Nevers Road,11,album,2019-08-30,Witt Lowry,52
41GuZcammIkupMPKH2OJ6I,ASTROWORLD,17,album,2018-08-03,Cactus Jack / Epic / Grand Hustle,87
4kIWi5LcrqAWQD09CE05Ps,GOOBA,1,single,2020-05-08,Create Music Group,0
5F6r4JU7TdqI8YOWzj6Fyn,Playlist,13,album,2018-11-09,Epic,64
1UR8sxJvEYKJRmKWBaHh67,7 Years (Remix),1,single,2016-06-04,Sik World,58
4zcShJyjJFQyN9wDjkzuMB,"The Illest, Vol. 2",12,album,2019-04-26,Honiro,53
