artist_id,artist_name,artist_followers,artist_genres,artist_popularity
5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,2782404,"['gangster rap', 'hardcore hip hop', 'hip hop', 'ohio hip hop', 'rap']",64
5dPBeuSKtu5vLz1Et8YSVv,Mostro,396649,"['italian hip hop', 'italian pop']",55
5tBnK7LvBMgvkXuePtfywp,lowlow,462561,"['italian hip hop', 'italian pop', 'rome indie']",44
4b3MWJACM6T1QwGKoFe7pp,Vegas Jones,937467,['italian hip hop'],54
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,12802944,"['brooklyn drill', 'rap']",79
0A0FS04o6zMoto8OKPsDwY,YG,3141648,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,9146541,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",76
4UrIphY7uGLwD0rRd6NIi9,Lambo4oe,14804,[],57
33NVpKoXjItPwUJTMZIOiY,David Kushner,1177833,"['gen z singer-songwriter', 'singer-songwriter pop']",76
27LlKWxS3KXW7RRAxN5S8s,Geolier,1356369,"['italian hip hop', 'italian pop', 'rap napoletano', 'trap italiana']",74
5AZuEF0feCXMkUCwQiQlW7,Marracash,2151031,"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap napoletano']",71
7cnrSIu2CDgWOMnfQEx0Pg,Linea 77,62506,"['funk metal', 'italian alternative', 'italian punk']",31
2KXYAKQTxHuUHDtVgeGn6w,Slait,38055,['italian hip hop'],50
3JyyauuFQaaem8qboNQaZq,Richard Cocciante,11576,[],34
49SLNYRfTi1p9R38NooZKS,SLF,87250,['drill italiana'],53
0QqmgpgI0C1DyyDk49vnxY,MV Killa,188272,"['italian hip hop', 'rap napoletano']",60
6iBOcuDTJKItKor6YfzZa9,Hard Rock Sofa,43337,"['dutch house', 'electro house', 'progressive electro house', 'russian edm']",28
06cLuOP0p7VAnBnqil1eWX,Swanky Tunes,92169,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm']",42
06O23tLg0or676h8EEzH7W,Pastel Ghost,340757,['dark synthpop'],63
2K5nCggbhSZ00YCYP5qkZS,Shiva,1553062,"['italian hip hop', 'italian pop', 'trap italiana']",74
24eDfi2MSYo3A87hCcgpIL,Ludwig Göransson,203292,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']",70
3RThWxnHbyN5Hvkr66eYj7,Busiswa,267109,"['afro soul', 'south african house', 'south african pop']",53
122UVu1cOOHxhwXLsKuvCP,Manon Hollander,335,[],33
2bstC0TsU5ewQChPQBD51G,Lxzt,570,[],35
7iYXE363m8mKE6h6q6mMDy,CMDV,346,[],39
25x6MD0spNNS7z93Sat30K,Arisa,377810,['italian adult pop'],47
7flrhhXJBsIMwadsJG9McN,ofSoft,224,[],28
7tmTvmqgTBcX88ZrSHByrD,Nayt,503500,['italian hip hop'],59
5K92J8NwWAlu6fRN2uoHVN,3D,8866,['italian hip hop'],58
2KrXlzpSX4wWvJ2555FWLv,Le Castle Vania,89667,[],52
0XK6kT7xcZAlcYrNjOgzJe,Carla Morrison,3838922,"['cantautora mexicana', 'mexican pop']",70
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,69417099,"['canadian contemporary r&b', 'canadian pop', 'pop']",94
1URnnhqYAYcrqrcwql10ft,21 Savage,14455611,"['atl hip hop', 'hip hop', 'rap', 'trap']",89
4upwdFMlZBmQ68jP9jPzjK,Gemitaiz,2048089,['italian hip hop'],65
20sxb77xiYeusSH8cVdatc,Meek Mill,7462488,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",72
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,6681778,['r&b'],74
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,30203941,"['chicago rap', 'melodic rap', 'rap']",86
5COD136qwj9wtuea78EGbF,Parker Jack,74813,[],56
3FBEsNyIwRnOHOf1Rv3SLa,Superstar Pride,54891,['southern hip hop'],59
779QJkvhTmrxtUGaMo8QbK,SLVG,8850,[],45
1bzx15Bv1ioIaewP85ad5J,Matteo Paolillo,92425,[],55
6od7hFnrVLa1zCuSyQimic,Lolloflow,8851,[],55
6FPxOArEPVZUDv925qq8IQ,CLARA,29879,[],52
4hz8tIajF2INpgM0qzPJz2,Rainbow Kitten Surprise,989612,['pov: indie'],67
246dkjvS1zLTtiykXe5h60,Post Malone,41614935,"['dfw rap', 'melodic rap', 'pop', 'rap']",89
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,21013761,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",84
1iNqsUDUraNWrj00bqssQG,Dreamville,549642,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",67
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,20991348,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",84
70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,515315,"['queens hip hop', 'rap', 'sudanese hip hop', 'sudanese pop', 'underground hip hop']",65
2LiqbH7OhqP0yuaG8VL1wJ,Black Sherif,726130,"['afrobeats', 'ghanaian pop']",57
4j2hypl84JFGRz00du5JT8,Kel-P,2205,[],40
0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,3436884,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",74
2M4eNCvV3CJUswavkhAQg2,James Newton Howard,318711,"['orchestral soundtrack', 'soundtrack']",59
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,4569261,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",70
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,24970561,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",87
0vbCCIPbKZGSoLt4drapJU,Srijan Gupta,461,[],11
4Ap2YGpqqSuL6EWM2kevG4,TheSrijan,245,[],9
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,28228945,"['r&b', 'soul']",80
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",3985224,"['disco', 'funk', 'jazz funk', 'soul']",71
3ZHU5AKrUmIPnCFfr82QER,1nonly,842809,['aesthetic rap'],69
1ZwdS5xdxEREPySFridCfh,2Pac,15921312,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",78
0NbfKEOTQCcwd6o7wSDOHI,The Game,4753912,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",70
17lzZA2AlOHwCwFALHttmp,2 Chainz,7973107,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6974867,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",74
3lxINiPO2Mtk6VqtUSd5t1,gIANMARIA,53589,"['emo trap italiana', 'italian pop']",45
5hKGLu4Ik88FzWcTPhWNTN,INTERWORLD,415238,['phonk brasileiro'],72
3X9nkz31tAOM25rdtzfi60,Shari,10252,[],37
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,5856070,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",83
5dXlc7MnpaTeUIsHLVe3n4,Coez,2057724,"['italian adult pop', 'italian pop', 'rap napoletano', 'rome indie']",65
7yntSJ6uojO3z6GFUVwhAW,CORPSE,2311286,['pov: indie'],66
5KKpBU5eC2tJDzf0wmlRp2,RAYE,960378,"['uk contemporary r&b', 'uk pop']",74
12Zk1DFhCbHY6v3xep2ZjI,070 Shake,476530,['new jersey rap'],71
2VJcPHba2seT8SsI73ksfB,feokky,22,[],0
05brE7yGJDmIYlMirfSi0B,Federica Abbate,43636,"['italian pop', 'milan indie']",49
68zhfroQU8MwS3DiuWBRRh,DJ TREEPLO,5778,[],24
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,26534532,"['art pop', 'pop']",89
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,12625910,"['east coast hip hop', 'hip hop', 'rap', 'trap']",81
0AepkoQhYvkjEzzwIcGxdV,Jacob Banks,498433,['uk contemporary r&b'],57
5ja9cfKWW8Zj9aloyK8WuY,MoonDeity,290063,[],68
5EiDVD35ofoSKq1KE0jcs8,Izzamuzzic,99725,"['kazakh pop', 'russian electronic', 'sped up']",62
7e4AmALFiKR69Xra2EksPU,Julien Marchal,20942,['sped up'],62
6Lt6KFXX3P0v6vfrynQAMo,Beth Gibbons,90324,"['devon indie', 'solo wave', 'trip hop']",42
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,21001979,"['pop', 'viral pop']",81
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,44210760,"['pop', 'post-teen pop']",81
1RyvyyTE3xzB2ZywiAwp0i,Future,14535457,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",88
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,20225810,"['pop rap', 'r&b', 'rap']",84
5y2Xq6xcjJb2jVM54GHK3t,John Legend,6545004,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",73
2xOp0rCDPAmYqnL2UFbaDY,Benjamin Wallfisch,22573,"['british soundtrack', 'deep soundtrack', 'soundtrack']",55
4MvZhE1iuzttcoyepkpfdF,ThxSoMch,251597,['bedroom r&b'],66
3iOvXCl6edW5Um0fXEBRXy,The xx,3904102,"['downtempo', 'dream pop', 'indietronica']",64
2VDZoCBGjxbHJbnzSX5nP6,Kxllswxtch,186061,"['dark trap', 'oc rap', 'scream rap']",67
2tqbdiza6tmlpAtKUZwhnE,DJ GUDOG,50552,['phonk brasileiro'],63
55Aa2cqylxrFIXC767Z865,Lil Wayne,13903935,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",84
55K4ZKXWbobPadn69ghryV,xeta,245,['reggaeton chileno'],1
7pNH29jgvhRNkrMrRX5UW9,Reynold Beats,94,[],5
12Chz98pHFMPJEknJQMWvI,Muse,7629764,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",74
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,12469014,['lgbtq+ hip hop'],76
0QrUbsrL5imqntAfDl8i7q,Fred De Palma,1059152,"['italian adult pop', 'italian pop']",62
5ExXlrueheuTEy2uq8FM9O,ITG Studios,1778,[],35
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,25960110,"['dance pop', 'pop']",84
7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,5360245,['alternative r&b'],77
056KMTw6IztdQjBmFfVyO3,Rkomi,1354706,"['italian hip hop', 'italian pop']",68
6QSOpFwMSqDj21HVu34Wm1,Xanemusic,78689,['sped up'],63
7kO87cGufDvuHXsXtqEBfL,NVBR,48,[],39
5xmZKWPhiMa6sD84Efjrh9,kevoxx,3531,['sped up'],47
6Htt1E5lJ37HjcEPsTdYPA,CanovA,3425,['italian pop'],35
09L7vIFcD6P0SM1ZQ2k2On,Kirill Flow,155,[],18
7c38OVOfX16DHcL1Un8NcD,WERTUS,922,[],31
50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,1375939,['indie pop rap'],65
2ifvIECHAlEgPMBuBOJ0lG,Bear McCreary,152675,"['orchestral soundtrack', 'scorecore', 'soundtrack']",59
2dB4ya2W1Gvng8gjWSPu2H,Eivør,219375,"['faroese indie', 'faroese pop', 'melancholia', 'rune folk', 'viking folk']",51
1Xn1GTJkWC9sRBzk9A8Jms,Cranio Randagio,101759,['italian hip hop'],36
33FP9bOTWc2zzSuDnh5O5Q,Zyrex,5891,[],20
1rPf3UFQ9PzH7MafzfHTnG,TWISTED,51121,['meme'],61
6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,2315341,['alternative hip hop'],73
2H5lpHhf6lratdNgodiuJu,Hux,117,[],5
3I4WPLqMIkkt9zbe7rRDSF,Synthellar,130,[],12
19ra5tSw0tWufvUp8GotLo,George Michael,4370911,['new wave pop'],71
6Efw3k51CSEQAcUTOp6OXc,Mjhanks,27630,['maga rap'],37
6dh80wUQJO3o7skEfOI7sU,Topher,40247,['maga rap'],47
20js0lxMsFUHEwlmWTGqpL,The Marine Rapper,26356,"['maga rap', 'military rap']",38
1jUvU0n7PqrWgPnx3N1UWl,Nartuok,314,[],0
1El4YQA8oCXX7ynFSxRTFq,Massimo Pericolo,497066,"['italian hip hop', 'trap metal italiana']",59
75VKfyoBlkmrJFDqo1o2VY,Fireboy DML,1930486,"['afrobeats', 'nigerian pop']",70
2SrSdSvpminqmStGELCSNd,Stormzy,2821647,"['grime', 'uk hip hop']",71
396Jr76018oUMR6QBnqT8T,Cesare Cremonini,1110192,"['italian adult pop', 'italian pop']",56
6d8NscVVbeMVINZwJDOoN5,Crash Adams,844944,[],55
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,3090910,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",77
0XFgM33h3Ls5tj1M9IKUWd,Foudeqush,35141,['r&b en espanol'],51
3wcj11K77LjEY1PkEazffa,Burna Boy,6272592,"['afrobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']",78
7fw0E8WHdG3r9SuPBcGmWk,Sampa the Great,257940,"['alternative r&b', 'australian hip hop', 'conscious hip hop', 'escape room', 'zambian hip hop']",48
26fSO7cYQ1Txtb8xNi8byv,Chef 187,45040,"['zambian hip hop', 'zambian pop']",36
44vOrGC9wQuBCQIeBUNc1O,Tio Nason,1110,['zambian pop'],24
3BM1y5iZJFNwGFZC8ivubP,Mwanje,2110,['australian r&b'],26
1KQJOTeIMbixtnSWY4sYs2,Paky,838883,"['italian hip hop', 'trap italiana']",64
4FTMyLkoEE9oEUpCv3Dr4p,Briga,254563,"['italian adult pop', 'italian pop']",37
3hN3iJMbbBmqBSAMx5veDa,Ultimo,3249669,"['italian adult pop', 'italian pop']",67
5QbPS8e4HIZTsfxvuw7h2u,Comagatte,13460,[],24
4p5IspnsqtILeRtckOxumu,Il Tre,344187,"['italian hip hop', 'italian pop']",52
28GRpg4LMcUSFO09DExzYD,EDEN,1271,[],21
7ajcXCqrSRoMtviBDVIjqn,Young Slash,52446,['italian hip hop'],35
1zOtBeihNPcAvUCFtkQFYm,Xfetto,554,[],19
3RfIKCBcJ6Nb7OLrk2fV4S,KAYLER,14343,['trap italiana'],29
15JcKmQooq4qeUn6jdN8f0,Nese Ikaro,10822,[],23
6a9h2MsqrQTJqERdiWrMC8,Evrint Bless,811,[],18
2wY79sveU1sp5g7SokKOiI,Sam Smith,22968815,"['pop', 'uk pop']",83
3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,963172,"['alt z', 'pop', 'transpop']",75
6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,887650,['indie poptimism'],66
3exvMmrLV6o4R42YnG3Id6,Egzod,95093,[],62
1HD6q5dxREv64GOc3H7vBs,Maestro Chives,8580,[],61
38wxcfNEqMwuPniHvplin5,Neoni,258791,['dark r&b'],66
73jlPRxT7z5xk29sMqFDjU,Tommee Profitt,205237,"['anthem worship', 'bossbeat']",61
647D92XNDYTUt5A0idePJ4,Fleurie,271890,['nashville singer-songwriter'],59
4Dp0vVy8BpziagOylB21Tp,Jung Youth,9043,['bossbeat'],47
2qAgO1fmg936BPG08NvxPk,Beacon Light,9869,['christian hip hop'],50
4gyX4vWskz4ftYxSyWoLA2,Moiba Mustapha,30,[],25
63isdzBiMOaYkMiX6XddfB,Mezzosangue,257975,"['italian hip hop', 'italian underground hip hop']",45
44TGR1CzjKBxSHsSEy7bi9,Woodkid,752058,['chamber pop'],57
19i93sA0D7yS9dYoVNBqAA,thasup,2175800,"['italian hip hop', 'italian pop', 'trap italiana']",67
4jFlmD92WULLlaRS8Cj6QS,Francesca Michielin,706496,"['italian adult pop', 'italian pop']",52
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,24144132,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",83
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,2917376,"['modern alternative rock', 'modern rock', 'stomp pop']",70
75dQReiBOHN37fQgWQrIAJ,Local Natives,638561,"['chamber pop', 'indie rock', 'la indie', 'modern rock', 'shimmer pop', 'stomp and holler']",56
586uxXMyD5ObPuzjtrzO1Q,Sofi Tukker,701122,['edm'],66
50nN8IFD4xA67fI4jYbLV4,Kano,308383,"['grime', 'uk hip hop']",48
7k9T7lZlHjRAM1bb0r9Rm3,Wiley,359927,"['grime', 'uk dancehall', 'uk hip hop']",54
3S0tlB4fE7ChxI2pWz8Xip,Giggs,461400,"['grime', 'london rap', 'uk hip hop']",58
0pCNk4D3E2xtszsm6hMsWr,K.Flay,537342,"['escape room', 'hip pop', 'modern alternative rock']",62
6udpKGzl85NuBEkZqOXiYB,Zoda,185202,['italian hip hop'],39
73QlPSJ4rUJB0egUbzhPjp,Lil Jaico,1952,[],12
1MRiIeZbc0cRuxOafDUCtH,BLANCO,1505583,"['italian hip hop', 'italian pop']",69
4e250LmaRPGcp0rbUbJtJm,Drast,30414,['emo trap italiana'],50
5Qi4Bb7a8C0a00NZcA77L0,D12,2979245,"['detroit hip hop', 'gangster rap', 'hip hop']",63
5DkmrXKeWgDS86KKEw45o6,Rancore,182875,"['italian hip hop', 'italian underground hip hop']",45
0agw9rAVju2v0Ot1OHYt7O,DJ Myke,9993,['italian underground hip hop'],32
2mpeljBig2IXLXRAFO9AAs,Dido,1613437,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",69
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,13172809,"['album rock', 'british invasion', 'classic rock', 'rock']",77
6rYogEVj60BCIsLukpAnwr,Scarlxrd,1259297,"['dark trap', 'scream rap']",63
2W6WP4pHQTFlbr2z9S4n54,Kordhell,853465,['drift phonk'],75
1iuGd0kNu2eqLwP9DFGCNY,VTORNIK,62965,['russian drill'],53
3kXvE7gEBfGkwDaknMngF7,Phonk,169516,[],54
3pvu9Vljl1aHMScXzPqyga,Remstage Music,1649,['instrumental djent'],24
49UAapOfpOg1ZOU4xf2NgY,Noyz Narcos,743318,"['italian hip hop', 'italian underground hip hop']",60
3wyVrVrFCkukjdVIdirGVY,Lil Pump,8005238,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']",63
1r4hJ1h58CWwUQe3MxPuau,Maluma,34330215,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",82
7riQPkkGZBnTh9ve5qIhYo,Mareux,242663,['dark synthpop'],64
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,20840514,"['chicago rap', 'hip hop', 'rap']",88
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,2828900,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",69
4UikIA2yhd0jVJSXD9IOJH,FSK SATELLITE,274595,"['italian hip hop', 'trap italiana']",47
3yiEJ9SByXZMXTwaKdVFN4,Luchè,1075559,"['italian hip hop', 'italian pop', 'rap napoletano']",65
3AFt30387waHIjjDL63XeI,OTP,51098,['melodic drill'],55
2kCcBybjl3SAtIcwdWpUe3,Lil Peep,10480633,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",80
6JhUHne9H09NdkTI5E9GSt,Dardust,43014,"['italian electronica', 'rome indie']",43
1a7xjqgtH0LtzVv80S9kVx,Saliva Grey,23867,['dark trap'],55
4KGNjRvBeqS7wDrExXVN8a,Lethal Bizzle,175770,"['grime', 'uk hip hop']",41
2p1fiYHYiXz9qi0JJyxBzN,Skepta,1133395,"['birmingham grime', 'grime', 'instrumental grime', 'uk hip hop']",70
4olE3I5QU0dvSR7LIpqTXc,WATT,21564,['modern alternative rock'],58
5g63iWaMJ2UrkZMkCC8dMi,Lil Tracy,673016,"['cloud rap', 'melodic rap']",69
3QJjzLwRMgdGoFwzmVodxJ,L'Elfo,78078,"['italian hip hop', 'rap siciliano']",39
1frFclUlmPhS4OmpTA1Wcb,Funkyman,667,['rap siciliano'],33
6ddr2k0OD45Ksc7L0zdUY3,Ravens Rock,60986,[],34
7F2utINZ6tSokSiZTQBE27,Guè,2275574,"['italian hip hop', 'italian pop']",73
66BdiVdIoCkmjVxqQzDlJ0,Lucifer Cast,58028,[],44
17b78UMGQeeHXAQmpJAgPn,Tom Ellis,8913,[],43
68DWke2VjdDmA75aJX5C57,Yelawolf,2231333,['alabama rap'],64
20qISvAhX20dpIbOOzGK3q,Nas,3370838,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",73
2zPGFp4GWeCgriWz13XR6r,Youth Never Dies,14002,[],39
1BbI77tXAW1gC8iBYJGwMB,We Are The Empty,23848,['gymcore'],39
5vkIUHgmiNIPn4Beoh2QPc,Onlap,75614,['gymcore'],48
3MZsBdqDrRTJihTHQrO6Dq,Joji,8796245,['viral pop'],79
7cG98wfpXvT5BwGU85RaOA,Unaverage Gang,93623,['dark trap'],54
